연도,월,주차,긍정,부정,잘모름,과학_IT,경제,국제,북한_외교,문화,사회,사건_사고,정치,스포츠,지역,"기타(날씨, 미분류)",주간합,과학_IT%,경제%,국제%,북한_외교%,문화%,사회%,사건_사고%,정치%,스포츠%,지역%,"기타(날씨, 미분류)%"
2019,1,5,47.0,44.0,9,525,1848,1313,374,1218,1403,1037,1307,571,887,617,11100,4.72972973,16.64864865,11.82882883,3.369369369,10.97297297,12.63963964,9.342342342,11.77477477,5.144144144,7.990990991,5.558558559
2019,2,1,0.0,0.0,100,223,808,732,489,858,893,515,854,360,507,414,6653,3.351871336,12.14489704,11.00255524,7.350067639,12.8964377,13.42251616,7.740868781,12.83631444,5.41109274,7.620622276,6.222756651
2019,2,2,47.0,44.0,9,454,1599,1074,699,1175,1397,831,1579,514,684,555,10561,4.298835338,15.14061168,10.16949153,6.618691412,11.12584036,13.22791402,7.868573052,14.95123568,4.866963356,6.476659407,5.255184168
2019,2,3,45.0,45.0,10,539,1569,998,691,1299,1529,920,1377,480,759,607,10768,5.005572065,14.57095097,9.26820208,6.417161961,12.06352155,14.19947994,8.543833581,12.78789004,4.457652303,7.048662704,5.637072808
2019,2,4,49.0,42.0,9,491,1513,1261,1520,1259,1387,593,1433,444,593,519,11013,4.458367384,13.73830927,11.45010442,13.80187052,11.43194407,12.59420685,5.384545537,13.01189503,4.031599019,5.384545537,4.712612367
2019,3,1,46.0,45.0,9,433,1478,1079,932,1170,1729,703,1182,476,739,554,10475,4.133651551,14.1097852,10.30071599,8.897374702,11.16945107,16.50596659,6.711217184,11.28400955,4.544152745,7.054892601,5.288782816
2019,3,2,44.0,46.0,10,539,1617,1115,759,1191,1545,1253,1335,492,602,580,11028,4.887558941,14.66267682,10.11062749,6.882480958,10.79978237,14.00979325,11.36198767,12.10554951,4.461371055,5.458832064,5.259339862
2019,3,3,45.0,44.0,11,553,1705,1168,643,1211,1504,1504,1123,516,708,548,11183,4.945005812,15.24635608,10.44442457,5.749798802,10.82893678,13.44898507,13.44898507,10.04202808,4.614146472,6.331038183,4.900295091
2019,3,4,43.0,46.0,11,548,1933,1153,647,1307,1336,1257,1417,641,648,507,11394,4.809548885,16.96506933,10.11936107,5.678427242,11.47094962,11.72546955,11.03212217,12.43637002,5.625767948,5.687203791,4.449710374
2019,4,1,41.0,49.0,10,623,1723,973,606,1304,1307,1135,1601,629,825,519,11245,5.540240107,15.3223655,8.652734549,5.389061805,11.59626501,11.62294353,10.09337483,14.23743886,5.593597154,7.336594042,4.615384615
2019,4,2,47.0,45.0,8,522,1483,1015,520,1239,1624,1107,1194,522,1270,623,11119,4.694666787,13.33753035,9.128518752,4.676679558,11.14308841,14.60563,9.955931289,10.73837575,4.694666787,11.42189046,5.603021854
2019,4,3,48.0,42.0,10,516,1731,1161,677,1438,1334,1262,1205,586,755,572,11237,4.591972947,15.40446738,10.33193913,6.024739699,12.79700988,11.87149595,11.23075554,10.72350271,5.214915013,6.718875145,5.0903266
2019,4,4,44.0,47.0,9,584,1764,1419,633,1397,1378,1146,1581,563,650,533,11648,5.013736264,15.14423077,12.1823489,5.434409341,11.99347527,11.83035714,9.838598901,13.5731456,4.833447802,5.580357143,4.575892857
2019,5,1,45.0,46.0,9,485,1769,1200,458,1320,1321,1124,1661,538,731,508,11115,4.363472785,15.9154296,10.79622132,4.120557805,11.87584345,11.88484031,10.11246064,14.94376968,4.840305893,6.576698156,4.57040036
2019,5,2,47.0,45.0,8,484,1460,1119,892,1374,1188,1103,1110,582,617,514,10443,4.63468352,13.9806569,10.71531169,8.541606818,13.15713875,11.37604137,10.56209901,10.62912956,5.573111175,5.908263909,4.921957292
2019,5,3,44.0,47.0,9,531,1606,1182,647,1309,1547,1433,1232,579,769,553,11388,4.66280295,14.1025641,10.37934668,5.681419038,11.49455567,13.58447489,12.58342115,10.81840534,5.084299262,6.752722164,4.85598876
2019,5,4,46.0,44.0,10,533,1614,1259,489,1537,1385,1283,1376,527,778,596,11377,4.684890569,14.18651666,11.06618617,4.298145381,13.50971258,12.17368375,11.27713809,12.09457678,4.632152589,6.838358091,5.23863936
2019,5,5,45.0,45.0,10,678,1487,1405,554,1661,1479,963,1314,521,786,638,11486,5.902838238,12.94619537,12.23228278,4.823263103,14.46108306,12.87654536,8.384119798,11.44001393,4.535956817,6.843113355,5.554588194
2019,6,1,46.0,46.0,8,428,1292,1400,488,1205,1235,884,838,563,518,473,9324,4.59030459,13.85671386,15.01501502,5.233805234,12.92363792,13.24538825,9.480909481,8.987558988,6.038181038,5.555555556,5.072930073
2019,6,2,47.0,44.0,9,543,1525,1626,557,1481,1520,1238,1356,889,738,596,12069,4.499130002,12.63567818,13.47253294,4.615129671,12.2711078,12.59424973,10.25768498,11.23539647,7.365978954,6.114839672,4.938271605
2019,6,3,45.0,45.0,10,549,1491,1361,645,1267,1484,1039,1101,878,710,529,11054,4.966527954,13.48833002,12.31228515,5.834991858,11.46191424,13.42500452,9.399312466,9.960195404,7.942826126,6.423014293,4.785597974
2019,6,4,46.0,45.0,9,521,1606,1353,627,1348,1856,1006,1360,603,699,622,11601,4.490992156,13.84363417,11.66278769,5.404706491,11.61968796,15.99862081,8.671666236,11.72312732,5.197827773,6.025342643,5.361606758
2019,7,1,49.0,40.0,11,513,1673,1570,725,1220,1518,777,1620,583,708,528,11435,4.486226498,14.63052033,13.729777,6.340183647,10.66899869,13.27503279,6.794927853,14.16703105,5.09838216,6.191517272,4.617402711
2019,7,2,45.0,45.0,10,414,1512,1684,398,1202,1714,1131,1079,555,679,613,10981,3.770148438,13.76923777,15.33557964,3.624442218,10.94617977,15.6087788,10.29960841,9.8260632,5.054184501,6.183407704,5.582369547
2019,7,3,48.0,44.0,8,505,1567,1787,483,1293,1539,953,1225,589,608,558,11107,4.546682272,14.10822004,16.08895291,4.348608985,11.64130728,13.85612677,8.580174665,11.02908076,5.302962096,5.474025389,5.023858828
2019,7,4,48.0,42.0,10,434,1636,2159,623,1235,1161,1066,993,556,743,718,11324,3.832567997,14.44719181,19.06570117,5.501589544,10.90604027,10.25256093,9.413634758,8.768986224,4.909925821,6.561285765,6.340515719
2019,8,1,48.0,41.0,11,397,1479,1656,1032,1188,1282,738,885,708,741,612,10718,3.704049263,13.79921627,15.45064378,9.628662064,11.08415749,11.96118679,6.885612987,8.257137526,6.605710021,6.913603284,5.710020526
2019,8,2,47.0,43.0,10,405,1700,2428,762,1219,1010,511,803,519,546,697,10600,3.820754717,16.03773585,22.90566038,7.188679245,11.5,9.528301887,4.820754717,7.575471698,4.896226415,5.150943396,6.575471698
2019,8,3,0.0,0.0,100,413,1482,2178,536,1249,1004,710,990,482,604,590,10238,4.033991014,14.47548349,21.27368627,5.235397539,12.19964837,9.806602852,6.934948232,9.669857394,4.707950772,5.899589764,5.762844306
2019,8,4,45.0,49.0,6,434,1593,1678,742,1335,1546,713,1026,485,639,526,10717,4.049640758,14.86423439,15.6573668,6.92357936,12.45684427,14.42567883,6.652981245,9.573574694,4.525520202,5.962489503,4.908089951
2019,8,5,44.0,49.0,7,518,1736,1581,692,1285,1736,996,1248,550,618,567,11527,4.493797172,15.06029322,13.71562419,6.003296608,11.14774009,15.06029322,8.640582979,10.82675458,4.771406264,5.361325583,4.918886094
2019,9,1,43.0,49.0,8,502,1729,1482,382,1234,1540,1037,1533,548,637,618,11242,4.465397616,15.37982565,13.1827077,3.397971891,10.97669454,13.69863014,9.224337307,13.63636364,4.874577477,5.666251557,5.497242484
2019,9,2,0.0,0.0,100,461,1220,1094,376,1136,1330,1179,1261,447,601,835,9940,4.637826962,12.27364185,11.00603622,3.782696177,11.42857143,13.38028169,11.861167,12.6861167,4.496981891,6.046277666,8.400402414
2019,9,3,40.0,53.0,7,472,1446,1267,474,1053,1091,1024,1137,418,684,517,9583,4.925388709,15.08922049,13.22132944,4.946259,10.98820829,11.38474382,10.68558906,11.86476051,4.361890848,7.13763957,5.39497026
2019,9,4,41.0,50.0,9,575,1710,1311,652,1235,1457,1368,1141,579,980,789,11797,4.874120539,14.49521065,11.11299483,5.526828855,10.46876324,12.35059761,11.59616852,9.671950496,4.908027465,8.307196745,6.688141053
2019,10,1,42.0,51.0,7,467,1343,1060,421,1041,1106,1280,980,500,715,635,9548,4.891076665,14.06577294,11.10180142,4.409300377,10.90280687,11.58357771,13.40594889,10.26392962,5.236698785,7.488479263,6.650607457
2019,10,2,43.0,51.0,6,461,1367,1327,632,1437,1431,1550,1251,659,1041,699,11855,3.888654576,11.53099958,11.1935892,5.331083931,12.12146774,12.07085618,13.07465205,10.55250949,5.558835934,8.781105019,5.89624631
2019,10,3,39.0,53.0,8,534,1554,1409,377,1270,1494,1405,1186,691,684,514,11118,4.803022126,13.97733405,12.67314265,3.390897643,11.42291779,13.43766865,12.63716496,10.66738622,6.215146609,6.152185645,4.623133657
2019,10,4,41.0,50.0,9,540,1637,1545,517,1226,1295,1265,1392,597,620,534,11168,4.835243553,14.65795129,13.83416905,4.629297994,10.9777937,11.59563037,11.32700573,12.46418338,5.345630372,5.551575931,4.781518625
2019,10,5,44.0,47.0,9,629,1725,1430,478,1277,1316,1182,1437,551,682,538,11245,5.593597154,15.34015118,12.71676301,4.250778124,11.35615829,11.7029791,10.51133837,12.77901289,4.899955536,6.064917741,4.784348599
2019,11,1,45.0,47.0,8,531,1629,1411,530,1125,1368,1115,1319,605,816,565,11014,4.821136735,14.79026693,12.81096786,4.812057382,10.21427274,12.42055566,10.12347921,11.97566733,5.493008898,7.408752497,5.129834756
2019,11,2,46.0,46.0,8,526,1606,1363,489,1116,1436,1163,1404,541,611,550,10805,4.868116613,14.86348913,12.61453031,4.525682554,10.3285516,13.29014345,10.7635354,12.99398427,5.006941231,5.654789449,5.090236002
2019,11,3,45.0,48.0,7,518,1446,1484,821,1123,1539,935,1330,560,700,555,11011,4.704386523,13.13232222,13.47743166,7.456180183,10.19889202,13.97693216,8.491508492,12.07883026,5.085823268,6.357279085,5.040414131
2019,11,4,46.0,46.0,8,577,1605,1265,644,1213,1384,997,1516,523,703,570,10997,5.246885514,14.59488952,11.50313722,5.856142584,11.03028099,12.58525052,9.066108939,13.78557788,4.755842503,6.392652542,5.18323179
2019,12,1,48.0,45.0,7,545,1582,1089,523,1199,1377,1159,1535,512,611,595,10727,5.080637643,14.74783257,10.15195302,4.875547683,11.17740282,12.83676704,10.80451198,14.30968584,4.773002703,5.695907523,5.546751189
2019,12,2,49.0,43.0,8,496,1455,1093,578,1220,1416,924,1471,517,681,593,10444,4.749138261,13.93144389,10.46533895,5.534278054,11.68134814,13.55802375,8.847184987,14.0846419,4.950210647,6.520490234,5.677901187
2019,12,3,44.0,46.0,10,471,1966,1150,677,1209,1355,1043,1501,587,626,557,11142,4.22724825,17.64494705,10.32130677,6.076108419,10.85083468,12.16119189,9.360976485,13.47154909,5.268353976,5.618380901,4.999102495
2019,12,4,0.0,0.0,100,486,1390,1076,651,1168,1226,976,1219,465,708,527,9892,4.913061059,14.051759,10.87747675,6.581075617,11.80752123,12.39385362,9.866558835,12.32308937,4.700768298,7.157298827,5.327537404
2019,12,5,0.0,0.0,100,237,1040,713,340,788,773,715,1051,304,448,386,6795,3.48785872,15.3053716,10.49300957,5.003679176,11.59676233,11.37601177,10.52244297,15.46725533,4.473877851,6.593083149,5.680647535
2020,1,1,0.0,0.0,100,144,459,316,209,366,283,281,467,133,180,151,2989,4.817664771,15.35630646,10.57209769,6.992305119,12.24489796,9.468049515,9.401137504,15.6239545,4.449648712,6.022080964,5.051856808
2020,1,2,47.0,43.0,10,589,1432,1775,369,1289,1092,1154,1477,511,694,570,10952,5.378013148,13.0752374,16.20708546,3.369247626,11.76953981,9.970781592,10.53688824,13.48612126,4.665814463,6.336742148,5.204528853
2020,1,3,45.0,46.0,9,621,1546,1446,406,1177,1230,1386,1555,504,582,510,10963,5.66450789,14.10197939,13.1898203,3.703365867,10.73611238,11.21955669,12.64252486,14.1840737,4.597281766,5.308765849,4.652011311
2020,1,4,0.0,0.0,100,494,1641,1637,473,1267,1308,1207,1359,474,548,569,10977,4.500318849,14.94943974,14.91299991,4.309009748,11.54231575,11.915824,10.99571832,12.38043181,4.318119705,4.992256536,5.183565637
2020,1,5,41.0,50.0,9,378,1003,2170,230,924,1247,716,916,363,628,440,9015,4.193011647,11.12590128,24.07099279,2.551303383,10.24958403,13.83250139,7.942318358,10.16084304,4.026622296,6.966167499,4.880754298
2020,2,1,44.0,49.0,7,545,1629,2448,189,1119,2112,691,1305,457,803,562,11860,4.595278246,13.73524452,20.64080944,1.593591906,9.435075885,17.80775717,5.826306914,11.00337268,3.853288364,6.770657673,4.738617201
2020,2,2,44.0,49.0,7,534,1490,1946,251,1648,1627,783,1342,449,657,512,11239,4.751312394,13.25740724,17.31470771,2.233294777,14.66322627,14.4763769,6.966811994,11.94056411,3.99501735,5.845715811,4.555565442
2020,2,3,45.0,46.0,9,512,1499,1723,225,1208,1945,763,1498,493,807,531,11204,4.569796501,13.3791503,15.37843627,2.008211353,10.78186362,17.35987147,6.810067833,13.37022492,4.400214209,7.20278472,4.739378793
2020,2,4,42.0,51.0,7,485,1581,1892,240,1251,2953,485,1245,429,1673,522,12756,3.80213233,12.39416745,14.83223581,1.881467545,9.807149577,23.14989025,3.80213233,9.760112888,3.363123236,13.11539668,4.09219191
2020,3,1,44.0,48.0,8,481,1632,1854,320,1124,2558,501,1457,424,1515,576,12442,3.865937952,13.11686224,14.9011413,2.571933773,9.033917377,20.5593956,4.026683813,11.71033596,3.407812249,12.17649896,4.629480791
2020,3,2,49.0,45.0,6,593,1704,1960,231,1034,2474,448,1302,441,1313,550,12050,4.921161826,14.14107884,16.26556017,1.917012448,8.580912863,20.53112033,3.717842324,10.80497925,3.659751037,10.89626556,4.564315353
2020,3,3,49.0,42.0,9,519,1953,2001,145,1156,2132,468,1588,395,1049,548,11954,4.341642965,16.33762757,16.73916681,1.212983102,9.670403212,17.8350343,3.915007529,13.28425632,3.304333278,8.775305337,4.584239585
2020,3,4,55.0,39.0,6,652,2265,2034,212,1059,2107,811,1615,420,1127,577,12879,5.062504853,17.58676916,15.79315164,1.646090535,8.222688097,16.35996584,6.297072754,12.53979346,3.261122758,8.750679401,4.480161503
2020,4,1,56.0,36.0,8,667,2251,1869,270,1134,2240,816,1725,428,900,640,12940,5.154559505,17.39567233,14.44358578,2.086553323,8.763523957,17.31066461,6.306027821,13.33075734,3.307573416,6.955177743,4.945904173
2020,4,2,57.0,35.0,8,558,1501,1465,144,881,1953,527,1618,323,743,418,10131,5.507847202,14.81591156,14.46056658,1.421379923,8.696081335,19.27746521,5.20185569,15.97078275,3.188234133,7.333925575,4.125950054
2020,4,3,59.0,33.0,8,640,1438,1263,164,841,1463,511,2241,308,699,384,9952,6.430868167,14.44935691,12.6909164,1.647909968,8.450562701,14.7005627,5.134646302,22.51808682,3.094855305,7.023713826,3.8585209
2020,4,4,62.0,30.0,8,754,2402,1899,492,1294,2259,1111,3479,535,1118,608,15951,4.726976365,15.05861701,11.9052097,3.084446116,8.112344054,14.1621215,6.965080559,21.81054479,3.354021691,7.008964955,3.811673249
2020,4,5,64.0,26.0,10,541,1798,1199,421,883,1560,920,1301,343,913,395,10274,5.265719291,17.50048667,11.67023555,4.097722406,8.594510415,15.18395951,8.954642788,12.6630329,3.338524431,8.886509636,3.844656414
2020,5,1,71.0,21.0,8,517,1710,1507,516,1056,2091,736,1270,478,1263,531,11675,4.428265525,14.64668094,12.90792291,4.419700214,9.04496788,17.91006424,6.304068522,10.87794433,4.094218415,10.81798715,4.548179872
2020,5,2,65.0,27.0,8,655,1913,1494,264,992,2672,956,1249,502,945,600,12242,5.350432936,15.62653161,12.20388825,2.156510374,8.103251103,21.82649894,7.809181506,10.20258128,4.100637151,7.719326907,4.901159941
2020,5,3,65.0,26.0,9,654,1884,1500,190,1095,2271,741,1286,467,1035,503,11626,5.625322553,16.20505763,12.90211595,1.63426802,9.418544641,19.53380354,6.373645278,11.06141407,4.016858765,8.902460003,4.326509548
2020,5,4,65.0,25.0,10,713,1952,1644,252,1081,2247,955,1355,417,1084,522,12222,5.833742432,15.97119948,13.45115366,2.06185567,8.844706267,18.38487973,7.813778432,11.08656521,3.411880216,8.869252168,4.270986745
2020,6,1,62.0,27.0,11,675,1982,1833,262,1169,1884,1043,1370,415,1013,508,12154,5.553727168,16.30738851,15.08145467,2.155668916,9.618232681,15.50106961,8.581536943,11.27200922,3.41451374,8.334704624,4.179693928
2020,6,2,60.0,32.0,8,630,1809,1438,705,1053,1929,1129,1280,439,930,480,11822,5.329047538,15.30197936,12.16376248,5.96345796,8.907122314,16.31703603,9.549991541,10.82727119,3.713415666,7.866689223,4.060226696
2020,6,3,55.0,35.0,10,605,1820,1336,1491,942,1954,924,1270,458,871,431,12102,4.99917369,15.03883656,11.0394976,12.32027764,7.783837382,16.14609156,7.635101636,10.4941332,3.78449843,7.197157495,3.561394811
2020,6,4,52.0,39.0,9,691,2017,1394,1118,1104,1877,918,1180,464,917,531,12211,5.6588322,16.5178937,11.41593645,9.155679306,9.041028581,15.37138645,7.517811809,9.663418229,3.799852592,7.509622472,4.348538203
2020,7,1,50.0,39.0,11,653,2088,1512,396,996,1913,1071,1527,482,1149,503,12290,5.313262815,16.98942229,12.30268511,3.222131814,8.104149715,15.56550041,8.714401953,12.42473556,3.921887714,9.34906428,4.09275834
2020,7,2,47.0,44.0,9,576,1874,1280,570,971,1742,1134,1548,615,1044,536,11890,4.844407065,15.76114382,10.76534903,4.793944491,8.166526493,14.6509672,9.537426409,13.01934399,5.172413793,8.780487805,4.507989907
2020,7,3,46.0,43.0,11,566,1913,1390,283,978,2039,953,1744,467,896,670,11899,4.756702244,16.07698126,11.68165392,2.378351122,8.219178082,17.13589377,8.009076393,14.65669384,3.924699555,7.530044542,5.630725271
2020,7,4,45.0,48.0,7,699,2057,1363,384,1058,2078,1011,1677,489,918,568,12302,5.682002926,16.7208584,11.07949927,3.121443668,8.600227605,16.89156235,8.218175906,13.63192977,3.974963421,7.462201268,4.617135425
2020,7,5,44.0,45.0,11,601,1981,1483,461,955,1653,1030,1634,532,1067,647,12044,4.990036533,16.44802391,12.31318499,3.827632016,7.929259382,13.72467619,8.551976088,13.56692129,4.417137164,8.859182996,5.371969445
2020,8,1,44.0,46.0,10,611,1929,1315,357,882,1909,722,1377,460,1270,846,11678,5.232060284,16.51823942,11.26048981,3.057030313,7.552663127,16.34697722,6.182565508,11.79140264,3.939030656,10.87514985,7.244391163
2020,8,2,39.0,53.0,8,496,1902,1276,261,980,2019,849,1369,428,1532,977,12089,4.102903466,15.73331127,10.55505005,2.158987509,8.106543138,16.70113326,7.022913392,11.32434445,3.540408636,12.67267764,8.08172719
2020,8,3,47.0,45.0,8,554,1592,1247,291,1275,2366,564,1469,451,1048,709,11566,4.789901435,13.7644821,10.78160125,2.515995158,11.02369013,20.45651046,4.87636175,12.70102023,3.899360194,9.061040982,6.130036313
2020,8,4,47.0,43.0,10,610,1786,1222,223,1248,2843,592,1538,472,1037,991,12562,4.855914663,14.21748129,9.727750358,1.775195033,9.93472377,22.63174654,4.712625378,12.24327336,3.757363477,8.255054928,7.888871199
2020,9,1,45.0,44.0,11,539,2004,1268,236,1183,2459,685,1535,527,1112,963,12511,4.308208776,16.01790424,10.13508113,1.886340021,9.455679002,19.65470386,5.47518184,12.2692031,4.212293182,8.888178403,7.697226441
2020,9,2,46.0,44.0,10,661,1980,1150,260,1003,2544,718,1519,471,1123,878,12307,5.370927115,16.08840497,9.344275616,2.112618835,8.149833428,20.67116275,5.834078167,12.34256927,3.827090274,9.124888275,7.134151296
2020,9,3,45.0,45.0,10,638,1902,1245,310,937,2363,1088,1540,462,1559,650,12694,5.025996534,14.98345675,9.807783205,2.442098629,7.38144005,18.61509375,8.570978415,12.13171577,3.639514731,12.28139278,5.120529384
2020,9,4,44.0,48.0,8,555,1791,1139,380,1035,2165,957,1653,438,1445,521,12079,4.594751221,14.82738637,9.429588542,3.145955791,8.568590115,17.92366918,7.922841295,13.68490769,3.626127991,11.96291084,4.313270966
2020,9,5,0.0,0.0,100,379,1141,896,645,970,1524,545,1128,341,1145,410,9124,4.153879877,12.50548005,9.820254274,7.069267865,10.63130206,16.70320035,5.973257343,12.36299868,3.737395879,12.54932047,4.493643139
2020,10,1,0.0,0.0,100,525,1353,1250,391,912,1961,650,1660,420,1163,484,10769,4.875104467,12.56384065,11.60739159,3.630792088,8.468752902,18.20967592,6.035843625,15.41461603,3.900083573,10.79951713,4.494382022
2020,10,2,47.0,42.0,11,505,1467,1185,589,1138,1989,881,1488,475,1434,445,11596,4.354949983,12.65091411,10.21904105,5.079337703,9.813728872,17.15246637,7.597447396,12.83201104,4.096240083,12.36633322,3.837530183
2020,10,3,43.0,45.0,12,517,1741,1245,269,1120,2288,1323,1430,449,1269,482,12133,4.261106074,14.34929531,10.26127091,2.217093876,9.23102283,18.85766092,10.90414572,11.78603808,3.700651117,10.45907855,3.972636611
2020,10,4,43.0,46.0,11,488,1845,1127,211,1117,1970,1062,1677,484,1337,551,11869,4.1115511,15.54469627,9.495323953,1.777740332,9.411070857,16.59785997,8.947678827,14.12924425,4.077849861,11.26463898,4.642345606
2020,11,1,43.0,47.0,10,455,1658,1234,257,997,1615,947,2037,520,1340,486,11546,3.940758704,14.3599515,10.68768405,2.225879092,8.635025117,13.98752815,8.20197471,17.64247358,4.503724234,11.60575091,4.209249957
2020,11,2,46.0,45.0,9,515,1640,1444,400,1005,1601,1136,1695,489,1340,455,11720,4.394197952,13.99317406,12.32081911,3.412969283,8.575085324,13.66040956,9.692832765,14.46245734,4.172354949,11.4334471,3.88225256
2020,11,3,44.0,45.0,11,554,1803,1157,248,990,2162,778,1418,590,1574,542,11816,4.688557888,15.25897089,9.791807718,2.098849018,8.378469871,18.2972241,6.584292485,12.00067705,4.993229519,13.32092079,4.587000677
2020,11,4,40.0,48.0,12,583,1725,1031,337,1000,2655,903,1326,512,1487,541,12100,4.818181818,14.25619835,8.520661157,2.785123967,8.26446281,21.94214876,7.462809917,10.95867769,4.231404959,12.2892562,4.47107438
2020,12,1,39.0,51.0,10,510,1647,1003,231,1034,2870,1067,1377,444,1565,495,12243,4.165645675,13.45258515,8.192436494,1.886792453,8.445642408,23.44196684,8.715184187,11.24724332,3.626562117,12.78281467,4.043126685
2020,12,2,38.0,54.0,8,559,1613,1117,249,982,2583,896,1687,458,1503,495,12142,4.60385439,13.28446714,9.199472904,2.050732993,8.087629715,21.27326635,7.379344424,13.89392192,3.772030967,12.37852084,4.076758359
2020,12,3,40.0,52.0,8,491,1559,1056,220,1051,2814,883,1615,457,1619,617,12382,3.965433694,12.5908577,8.528509126,1.776772735,8.488127928,22.72653852,7.131319658,13.04312712,3.690841544,13.07543208,4.983039897
2020,12,4,0.0,0.0,100,504,1559,1128,187,1064,2749,973,1372,443,1567,567,12113,4.160818955,12.87046974,9.312309089,1.543795922,8.783951127,22.69462561,8.032692149,11.32667382,3.657227772,12.93651449,4.680921324
2020,12,5,0.0,0.0,100,437,1535,1155,228,952,2288,703,1326,375,1610,478,11087,3.94155317,13.84504374,10.41760621,2.056462524,8.586632994,20.63678182,6.340759448,11.9599531,3.382339677,14.52151168,4.311355642
2021,1,1,38.0,55.0,7,379,1563,1363,280,1001,2135,606,1384,411,1576,604,11302,3.353388781,13.82941072,12.05981242,2.477437622,8.856839497,18.89046187,5.361882853,12.24562024,3.636524509,13.94443461,5.34418687
2021,1,2,38.0,53.0,9,549,1639,1522,362,959,2190,891,1391,443,1616,602,12164,4.513317988,13.47418612,12.51233147,2.975994739,7.883919763,18.00394607,7.324893127,11.4353831,3.641894114,13.28510358,4.949029924
2021,1,3,37.0,54.0,9,480,1624,1357,329,1000,1883,1054,1784,436,1515,579,12041,3.986379869,13.48725189,11.26982809,2.732331202,8.30495806,15.63823603,8.753425795,14.81604518,3.620961714,12.58201146,4.808570717
2021,1,4,38.0,52.0,10,482,1735,1245,312,938,2188,1221,1630,488,1570,550,12359,3.899991909,14.03835262,10.07363055,2.52447609,7.58961081,17.70369771,9.879440084,13.18876932,3.948539526,12.70329315,4.450198236
2021,2,1,39.0,52.0,9,583,1765,1164,413,1029,2136,948,1580,480,1463,565,12126,4.807850899,14.55550058,9.599208313,3.405904668,8.48589807,17.61504206,7.817911925,13.02985321,3.958436418,12.06498433,4.659409533
2021,2,2,0.0,0.0,100,449,1420,1046,297,1012,1868,924,1214,453,1311,432,10426,4.306541339,13.61979666,10.03261078,2.848647612,9.706502973,17.9167466,8.862459237,11.64396701,4.344906963,12.5743334,4.143487435
2021,2,3,39.0,50.0,11,413,1424,1084,277,861,1890,857,1287,475,1339,516,10423,3.962390866,13.66209345,10.40007675,2.657584189,8.260577569,18.13297515,8.222200902,12.3476926,4.557229205,12.84658927,4.950590041
2021,2,4,39.0,52.0,9,510,1637,1060,203,1000,2276,839,1441,640,1713,502,11821,4.314355807,13.84823619,8.967092463,1.717282802,8.459521191,19.25387023,7.097538279,12.19017004,5.414093562,14.4911598,4.246679638
2021,3,1,40.0,51.0,9,398,1308,1064,261,937,2176,814,1246,460,1102,399,10165,3.915395967,12.86768323,10.46728972,2.567634038,9.217904575,21.406788,8.007870143,12.25774717,4.525332022,10.8411215,3.925233645
2021,3,2,38.0,54.0,8,463,1613,1160,261,1021,2094,1128,1492,514,1436,546,11728,3.94781719,13.75341064,9.890859482,2.225443383,8.705661664,17.85470668,9.618008186,12.72169168,4.382673943,12.24420191,4.655525239
2021,3,3,37.0,55.0,8,455,1678,1158,451,1014,1863,1037,1651,540,1417,524,11788,3.859857482,14.23481507,9.823549372,3.825924669,8.601968103,15.80420767,8.797081778,14.00576858,4.580929759,12.02069902,4.445198507
2021,3,4,34.0,59.0,7,525,1589,1199,404,1074,1834,903,1747,576,1425,468,11744,4.470367847,13.53031335,10.20946866,3.440054496,9.145095368,15.61648501,7.689032698,14.8756812,4.904632153,12.13385559,3.985013624
2021,4,1,32.0,58.0,10,512,1860,1209,442,971,1767,919,1787,562,1436,554,12019,4.25992179,15.47549713,10.05907313,3.677510608,8.078875114,14.70172227,7.646226808,14.86812547,4.675929778,11.9477494,4.6093685
2021,4,2,0.0,0.0,100,450,1479,1023,277,995,1699,900,2264,575,1363,472,11497,3.914064539,12.86422545,8.897973384,2.409324172,8.654431591,14.77776811,7.828129077,19.69209359,5.001304688,11.85526659,4.105418805
2021,4,3,30.0,62.0,8,424,1736,1328,240,1046,1941,996,1448,554,1450,513,11676,3.63138061,14.86810552,11.37375814,2.055498458,8.958547448,16.62384378,8.530318602,12.40150737,4.744775608,12.41863652,4.393627955
2021,4,4,31.0,60.0,9,566,1727,1358,280,1069,2027,818,1617,591,1546,516,12115,4.671894346,14.25505572,11.20924474,2.311184482,8.823772183,16.7313248,6.75196038,13.34709038,4.878250103,12.76104003,4.259182831
2021,4,5,29.0,60.0,11,496,1891,1194,224,1416,2076,922,1333,548,1568,513,12181,4.071915278,15.524177,9.802150891,1.83892948,11.62466136,17.04293572,7.569165093,10.94327231,4.498809622,12.87250636,4.21147689
2021,5,1,34.0,58.0,8,480,1524,982,396,1147,1970,901,1254,500,1334,508,10996,4.365223718,13.8595853,8.930520189,3.601309567,10.43106584,17.91560567,8.193888687,11.40414696,4.547108039,12.13168425,4.619861768
2021,5,2,32.0,61.0,7,472,1655,1086,235,1170,1944,1355,1516,514,1413,548,11908,3.963721868,13.89821968,9.119919382,1.973463218,9.825327511,16.32515956,11.37890494,12.73093719,4.316425932,11.86597246,4.60194827
2021,5,3,34.0,58.0,8,463,1519,1081,332,1029,1752,1049,1307,526,1387,485,10930,4.236047575,13.89752973,9.89021043,3.037511436,9.414455627,16.02927722,9.597438243,11.957914,4.812442818,12.68984446,4.437328454
